ESS,RT,param_value
NaN,NaN,0.1
NaN,NaN,0.4
NaN,NaN,0.7
NaN,NaN,1
2.7,94.8559992442941,1.3
2.8,93.0376170357503,1.6
2.9,91.2830510451868,1.9
2.9,91.2830510451868,2.2
3,89.5879734614028,2.5
3.1,87.9484823202532,2.8
3.2,86.3610474045242,3.1
3.2,86.3610474045242,3.4
3.3,84.8224644711865,3.7
3.4,83.3298163137025,4
3.5,81.8804394700398,4.3
3.5,81.8804394700398,4.6
3.6,80.471895621705,4.9
