ESS,RT,param_value
NaN,NaN,0.7
NaN,NaN,0.72
NaN,NaN,0.74
NaN,NaN,0.76
NaN,NaN,0.78
2.6,96.7430156434364,0.8
2.7,94.8559992442941,0.82
2.8,93.0376170357503,0.84
2.9,91.2830510451868,0.86
3,89.5879734614028,0.88
3.1,87.9484823202532,0.9
3.2,86.3610474045242,0.92
3.3,84.8224644711865,0.94
3.4,83.3298163137025,0.96
3.5,81.8804394700398,0.98
