ESS,RT,param_value
2.4,100.745151027113,0.1
2.6,96.7430156434364,0.3
2.8,93.0376170357503,0.5
2.9,91.2830510451868,0.7
3.1,87.9484823202532,0.9
3.2,86.3610474045242,1.1
3.3,84.8224644711865,1.3
3.4,83.3298163137025,1.5
3.5,81.8804394700398,1.7
3.6,80.471895621705,1.9
3.7,79.1019469122993,2.1
